word_id,word,synset_id,pos,gloss
2612,được giữ gìn,561,adj,tính chất an toàn do có sự che chở
2696,không được ủng hộ,577,adj,tính chất thiếu sự đồng tình và giúp đỡ
2710,không hợp pháp,580,adj,tính chất không tuân thủ luật pháp nhà nước và xã hội.
2745,đã dành trước,588,adj,tính chất được giữ lại cho một mục đích cụ thể
2808,dư,603,adj,tính chất nhiều hơn số lượng cần dùng thông thường
2915,có một tai,624,adj,tính chất chỉ nghe được bằng một bên tai
2968,được sơn,633,adj,tính chất có lớp phủ màu trên bề mặt
3030,không bị vỡ,645,adj,tính chất giữ trạng thái ban đầu dù chịu tác động
3091,được vẹn nguyên,656,adj,tính chất giữ lại mọi thành phần như ban đầu
3094,há,657,adj,tính chất không khép kín hoàn toàn của vật thể
3124,tinh thần thể thao,663,adj,tính chất cao thượng tôn trọng luật lệ trong thi đấu
3125,thượng võ,663,adj,tính chất cao thượng tôn trọng luật lệ trong thi đấu
3207,đứng đầu,682,adj,tính chất cao nhất so với những thứ khác
3268,tẹt và hếch,697,adj,tính chất mũi có phần đầu bị lõm vào
3457,không có sẵn,732,adj,tính chất thiếu điều kiện để sử dụng ngay
3481,về phía trước,736,adj,tính chất có vị trí trước một vật thể khác
3484,ở trước,736,adj,tính chất có vị trí trước một vật thể khác
3547,được phủ,748,adj,tính chất có lớp vật liệu bao quanh bên ngoài
3549,được trùm,748,adj,tính chất có lớp vật liệu bao quanh bên ngoài
3550,bị trùm,748,adj,tính chất có lớp vật liệu bao quanh bên ngoài
3603,được thiên vị,757,adj,tính chất nhận sự quan tâm đặc biệt hơn người khác
3705,có bụng phệ,780,adj,tính chất bụng vượt quá kích thước bình thường do nhiều mỡ
3706,có bụng to,780,adj,tính chất bụng vượt quá kích thước bình thường do nhiều mỡ
3707,có bụng mỡ,780,adj,tính chất bụng vượt quá kích thước bình thường do nhiều mỡ
3811,nổi tiếng,799,adj,tính chất hơn hẳn so với những thứ khác
3847,hết,806,adj,tính chất không còn gì để dùng hoặc sử dụng nữa
3853,bị bệnh tâm thần,808,adj,tính chất hoạt động trí não bất thường gây rối loạn hành vi
3868,được che,809,adj,"tính chất không dễ thấy, bị che chắn kỹ càng"
3870,được giấu giếm,809,adj,"tính chất không dễ thấy, bị che chắn kỹ càng"
3871,được che đậy,809,adj,"tính chất không dễ thấy, bị che chắn kỹ càng"
3879,bị bưng bít,809,adj,"tính chất không dễ thấy, bị che chắn kỹ càng"
3883,đầy tiếng nói,810,adj,tính chất nhiều âm thanh phát ra cùng lúc
3891,thành thật,812,adj,tính chất đúng với sự thật bên trong lẫn bên ngoài
3904,có số,814,adj,tính chất không thể tránh khỏi do tác động bên ngoài
3959,cáu điên,826,adj,tính chất mất kiểm soát vì quá tức giận
4001,có tiếng xấu,834,adj,tính chất nổi danh vì hành vi hoặc phẩm chất tồi tệ
4048,biết chữ,846,adj,tính chất có kiến thức nhờ học hành bài bản
4068,có ý nghĩa,852,adj,tính chất truyền tải nội dung quan trọng với người tiếp nhận
4076,có tính kim loại,855,adj,tính chất giống hoặc chứa thành phần kim loại
4087,ở phía đuôi,857,adj,tính chất nằm ở phần sau cùng của vật thể
4088,ở phần đuôi,857,adj,tính chất nằm ở phần sau cùng của vật thể
4174,rắn,878,adj,"tính chất khó bị biến dạng, không ở thể lỏng"
4188,bỉ ổi,884,adj,tính chất rất xấu gây cảm giác khó chịu mạnh mẽ
4194,kin hồn,884,adj,tính chất rất xấu gây cảm giác khó chịu mạnh mẽ
4227,gần,890,adj,tính chất ở vị trí khoảng cách rất ngắn
4267,còn phôi thai,894,adj,"tính chất ở giai đoạn khởi đầu, chưa phát triển đầy đủ"
4269,trong phôi thai,894,adj,"tính chất ở giai đoạn khởi đầu, chưa phát triển đầy đủ"
4270,còn trong phôi thai,894,adj,"tính chất ở giai đoạn khởi đầu, chưa phát triển đầy đủ"
4298,đáng quý mến,897,adj,tính chất tạo cảm giác thích thú và yêu mến
4319,sẵn có,901,adj,tính chất ở trạng thái chuẩn bị cho việc sử dụng
4330,không vĩnh viễn,906,adj,tính chất tồn tại trong thời gian ngắn rồi kết thúc
4333,gày còm,907,adj,"tính chất thiếu cân, lộ rõ xương do suy dinh dưỡng"
4360,không xấu hổ,911,adj,tính chất thiếu cảm xúc xấu hổ dù làm điều sai trái
4382,dang dở,913,adj,tính chất chưa đạt đến trạng thái cuối cùng
4385,dở dang,913,adj,tính chất chưa đạt đến trạng thái cuối cùng
4402,rối tung,916,adj,tính chất thiếu ngăn nắp và hệ thống
4405,gấp ba lần,917,adj,tính chất tăng số lượng lên ba lần
4483,được hưởng đặc quyền,934,adj,tính chất có quyền lợi hơn người khác
4499,dẫn đầu,937,adj,tính chất đạt vị trí cao nhất trong cuộc thi
4560,căn,946,adj,hành động nói để người khác thay đổi ý định
4566,không cỡ,947,adj,tính chất không vừa vặn với kích thước tiêu chuẩn
4608,sợ hãi,956,adj,tính chất cảm thấy bất an trước nguy hiểm hoặc điều lạ
4639,có tính chất kéo bè kéo đảng,962,adj,tính chất khoe mẽ bản thân thái quá để gây ấn tượng
4694,không chuẩn bị,971,adj,tính chất thiếu sự chuẩn bị trước một tình huống
4723,có vi-rút,977,adj,tính chất gây tổn thương sức khỏe hoặc tính mạng
4759,có trang trí,986,adj,tính chất có vẻ đẹp nhờ thêm thắt chi tiết
4763,chán,988,adj,"tính chất không đạt yêu cầu, gây cảm giác khó chịu"
4769,đầy lo âu,989,adj,tính chất có nhiều nỗi bất an trong lòng
4779,riêng,992,adj,tính chất thuộc về một người hoặc một nhóm cụ thể
4780,tư,992,adj,tính chất thuộc về một người hoặc một nhóm cụ thể
4812,hợp,1000,adj,tính chất cùng làm việc để đạt mục tiêu chung
4875,ác,1013,adj,"tính chất gây đau khổ, tổn hại về thể chất lẫn tinh thần"
4897,tiến bộ,1017,adj,tính chất phát triển theo hướng hiện đại và tốt hơn
4941,gốc,1027,adj,tính chất thuộc về sự khởi đầu hoặc hình thành
4966,cùng loại,1032,adj,tính chất không khác biệt về bản chất hoặc hình thức
4998,nặng nề,1040,adj,tính chất chịu áp lực lớn về thể chất tinh thần
5021,có bao phấn,1047,adj,tính chất có bộ phận sinh sản đực của hoa
5074,chưa điều trị,1064,adj,tính chất còn bệnh chưa khỏi do thiếu tác động y tế
5077,màu xám đá,1065,adj,tính chất màu sắc giống đá có tông xám
5148,bất khả xâm phạm,1080,adj,"tính chất toàn vẹn, không bị tác động hoặc thay đổi"
5149,không thể xâm phạm,1080,adj,"tính chất toàn vẹn, không bị tác động hoặc thay đổi"
5183,ác nghiệt,1084,adj,"tính chất gây đau khổ, mất mát cho người khác một cách thái quá"
5211,lớn nhất,1092,adj,tính chất vượt trội hơn hẳn về mặt định lượng
5216,rời ra,1093,adj,"tính chất không dính liền nhau, có khoảng cách rõ ràng"
5219,lớn,1094,adj,"tính chất vượt quá kích thước, mức độ thông thường"
5299,dễ xoa dịu,1112,adj,tính chất dễ khiến cơn giận giảm bớt
5303,có vị chanh,1113,adj,tính chất có vị gây cảm giác khó chịu nơi đầu lưỡi
5305,mạnh,1114,adj,"tính chất khó bị phá vỡ, duy trì trạng thái ban đầu"
5324,có chất liệu bạc,1118,adj,tính chất làm từ nguyên tố hóa học bạc
5348,có kinh nghiệm,1125,adj,tính chất có nhiều kiến thức do đã trải qua nhiều việc
5349,giàu kinh nghiệm,1125,adj,tính chất có nhiều kiến thức do đã trải qua nhiều việc
5394,có gai,1139,adj,"tính chất có phần nhọn, cứng nhô ra ngoài"
5437,có tính chất vô sanh,1153,adj,"tính chất không có khả năng sinh sản, duy trì nòi giống"
5455,màu hoe,1158,adj,tính chất có màu vàng nhạt như mật ong
5459,có thiện chí,1159,adj,tính chất sẵn lòng giúp đỡ và thân thiện với người khác
5460,có thiện ý,1159,adj,tính chất sẵn lòng giúp đỡ và thân thiện với người khác
5467,chưa định,1160,adj,tính chất không có kết quả cuối cùng hoặc chắc chắn
5482,bị nhiễm trùng,1164,adj,tính chất bị vi sinh vật có hại xâm nhập cơ thể
5486,bị hắt hủi,1165,adj,"tính chất không được ai cần đến, bị bỏ rơi"
5509,hay tưởng tượng,1171,adj,tính chất nghĩ về điều không có thật nhiều
5552,trên sân nhà,1185,adj,tính chất có lợi thế vì diễn ra tại địa điểm quen thuộc
5576,theo pháp luật,1192,adj,tính chất tuân thủ quy định đã ban hành của nhà nước
5614,có kế hoạch,1200,adj,tính chất được lên trước và thực hiện theo trình tự
5615,có sắp xếp,1200,adj,tính chất được lên trước và thực hiện theo trình tự
5652,ở trên cao,1208,adj,tính chất thuộc về không gian phía trên người quan sát
5684,chưa được tấn phong,1216,adj,tính chất chưa chính thức trở thành người đứng đầu
5708,gây ngột ngạt,1224,adj,tính chất làm khó thở đến mức không thể thở được
5733,có ngăn,1231,adj,tính chất được chia thành nhiều phần nhỏ riêng biệt
5736,hạ,1232,adj,tính chất nhỏ hơn so với kích thước ban đầu
5763,ngang,1241,adj,tính chất song song với mặt đất theo chiều rộng
5767,nghĩa hiệp,1242,adj,tính chất sẵn sàng giúp đỡ người khác một cách dũng cảm
5780,bất diệt,1245,adj,tính chất tồn tại mãi mãi theo thời gian
5802,giật gân,1252,adj,tính chất gây chú ý mạnh mẽ bằng tin tức mới lạ
5821,xấu,1257,adj,tính chất có ý định gây hại cho người khác
5828,mát rượi,1258,adj,tính chất dễ chịu do thiếu nhiệt và sạch sẽ
5841,như bột,1262,adj,"tính chất mịn, tơi, dễ tan khi gặp nước"
5843,khó hiểu,1263,adj,tính chất gây trở ngại cho việc dùng hoặc hiểu
5849,cao cấp,1266,adj,tính chất vượt trội hơn hẳn về phẩm chất
5853,siêu hạng,1266,adj,tính chất vượt trội hơn hẳn về phẩm chất
5858,tột bậc,1266,adj,tính chất vượt trội hơn hẳn về phẩm chất
5867,quanh co,1268,adj,"tính chất không đi thẳng vào vấn đề, gây khó hiểu"
5868,nói quanh,1268,adj,"tính chất không đi thẳng vào vấn đề, gây khó hiểu"
5878,khả lường,1271,adj,tính chất xác định được số lượng hoặc mức độ
5879,đo được,1271,adj,tính chất xác định được số lượng hoặc mức độ
5881,có thể đo lường,1271,adj,tính chất xác định được số lượng hoặc mức độ
5883,trục trặc,1272,adj,tính chất không diễn ra theo cách thường thấy
5887,frozen,1273,adj,tính chất được làm lạnh và bảo quản ở nhiệt độ thấp
5888,nước,1274,adj,tính chất sống hoặc tồn tại ở môi trường nước
5902,không lặn được,1276,adj,tính chất nổi trên mặt nước do cấu tạo
5920,không ngạc nhiên,1281,adj,tính chất giữ thái độ bình thường trước điều đáng lẽ khác thường
5934,thiếu cá tính,1284,adj,"tính chất không rõ ràng, khó nhận biết và thiếu nổi bật"
5952,chưa từng trải,1288,adj,tính chất không có đủ hiểu biết do ít làm
5955,thiếu trải nghiệm,1288,adj,tính chất không có đủ hiểu biết do ít làm
5956,vụng,1289,adj,tính chất thiếu khéo léo khi thực hiện công việc
5968,không tương ứng,1291,adj,tính chất sai khác so với chuẩn mực hoặc mong đợi
5980,tính toán,1293,adj,tính chất cân nhắc lợi ích trước khi hành động
5998,không có thẩm quyền,1297,adj,tính chất không được phép thực hiện hành động pháp lý
6015,chân thành,1304,adj,"Tính chất biểu hiện sự thật, không dối trá trong lời nói, việc làm."
6035,ác,1306,adj,"Tính chất có màu tối, không sáng, thường là đen."
6037,đen,1306,adj,"Tính chất có màu tối, không sáng, thường là đen."
6040,nhỏ,1308,adj,"Tính chất có kích thước, mức độ không lớn, không quan trọng."
6044,có mức độ,1308,adj,"Tính chất có kích thước, mức độ không lớn, không quan trọng."
6058,tầm cao,1311,adj,Tính chất ở vị trí trên so với một điểm chuẩn.
6061,không nghe được,1312,adj,Tính chất không thu nhận âm thanh bằng tai.
6068,không khoa học,1314,adj,Tính chất không tuân theo các quy tắc khoa học.
6071,không có tính khoa học,1314,adj,Tính chất không tuân theo các quy tắc khoa học.
6078,trắng,1315,adj,Tính chất chỉ mái tóc có màu trắng hoặc lốm đốm.
6106,không đông,1324,adj,"Tính chất có nhiều không gian, không bị vướng víu."
6118,bản thổ,1326,adj,"Tính chất liên quan đến người, vật, văn hóa nơi sinh ra."
6123,thổ dân,1326,adj,"Tính chất liên quan đến người, vật, văn hóa nơi sinh ra."
6124,văn hóa bản địa,1326,adj,"Tính chất liên quan đến người, vật, văn hóa nơi sinh ra."
6137,không kéo giãn,1329,adj,Tính chất không thay đổi kích thước khi chịu tác động
6145,đã bán,1332,adj,Tính chất hàng hóa chuyển nhượng xong cho người khác.
6150,ra ngoài,1333,adj,Tính chất ở vị trí không gần với vị trí ban đầu.
6164,thon,1338,adj,Tính chất có hình dáng nhỏ dần về một đầu
6170,vương giả,1339,adj,Tính chất chỉ người có quyền lực tối cao.
6172,dễ đáng ứng,1340,adj,"Tính chất dễ thay đổi, thích nghi với các yếu tố xung quanh."
6219,quang mây,1350,adj,"Tính chất biểu thị sự không vẩn đục, dễ nhìn thấy."
6220,quang quẻ,1350,adj,"Tính chất biểu thị sự không vẩn đục, dễ nhìn thấy."
6223,sáng,1350,adj,"Tính chất biểu thị sự không vẩn đục, dễ nhìn thấy."
6224,sáng sủa,1350,adj,"Tính chất biểu thị sự không vẩn đục, dễ nhìn thấy."
6228,trong sáng,1350,adj,"Tính chất biểu thị sự không vẩn đục, dễ nhìn thấy."
6234,có tiếng xấu,1351,adj,"Tính chất mang lại sự xấu hổ, ảnh hưởng đến danh dự."
6264,nguy hiểm,1360,adj,Tính chất có khả năng gây ra tai họa cho người khác.
6275,nhẹ,1364,adj,"Tính chất cư xử tử tế, ôn hòa trong giao tiếp."
6278,chung thủy,1365,adj,Tính chất luôn giữ vững lập trường trong mọi hoàn cảnh.
6284,lờ mờ,1366,adj,tính chất không rõ ràng về hình ảnh hoặc cảm giác
6330,nhiều dầu mỡ,1380,adj,Tính chất có nhiều chất béo trong thực phẩm.
6531,rối loạn,1428,adj,"Tính chất thể hiện sự ồn ào, hỗn loạn trong một khu vực."
6651,trước nhất,1457,adj,Tính chất được ưu tiên lên hàng đầu trong một tập hợp.
6816,sau này,1491,adj,Tính chất diễn ra ở thời điểm xảy ra sau thời điểm hiện tại
6844,tốt tính,1495,adj,"Tính chất thể hiện lòng tốt, sự tử tế với người khác."
6865,làm săn chắc da,1498,adj,"Tính chất da trở nên căng mịn, bớt nhăn."
6933,đi kèm,1510,adj,"Tính chất liên quan đến sự có mặt bên cạnh, hỗ trợ."
7003,mang bầu,1525,adj,Tính chất người phụ nữ có em bé trong bụng.
7052,có tính dẫn,1538,adj,Tính chất cho phép dòng điện đi qua.
7075,nói dịu dàng,1544,adj,"Tính chất diễn đạt bằng giọng nhỏ nhẹ, êm ái."
7076,nói thỏ thẻ,1544,adj,"Tính chất diễn đạt bằng giọng nhỏ nhẹ, êm ái."
7092,phía đông,1548,adj,Tính chất thuộc về khu vực mặt trời mọc.
7512,có tài năng âm nhạc,1641,adj,Tính chất thể hiện năng lực và sự yêu thích âm nhạc.
7564,mẹ,1659,adj,Tính chất có liên quan đến bậc sinh thành trong gia đình
7745,có tính di trú,1701,adj,Tính chất thích nghi thay đổi nơi ở để sinh sống.
7747,miền Đông Mĩ,1702,adj,Tính chất thuộc về khu vực miền Đông nước Mỹ.
7775,bên ngoài,1714,adj,Tính chất thuộc phần không gian không ở trung tâm.
7776,ở ngoài,1714,adj,Tính chất thuộc phần không gian không ở trung tâm.
7800,có hình thuôn,1720,adj,Tính chất có hình dạng dài và tròn ở hai đầu.
7808,mùi thiu,1723,adj,Tính chất có mùi khó chịu do thực phẩm hỏng
7810,có mùi ôi thiu,1723,adj,Tính chất có mùi khó chịu do thực phẩm hỏng
7812,có tính bán dẫn,1724,adj,Tính chất vật liệu cho phép dòng điện đi qua.
7825,hiến pháp,1728,adj,"Tính chất phù hợp, tuân thủ theo luật pháp cơ bản của quốc gia."
7838,thuần khiết,1731,adj,Tính chất không pha trộn tạp chất bên trong.
7954,bị sưng lên,1755,adj,"Tính chất cơ thể bị sưng lên, đau và đổi màu."
7955,bị sưng tấy,1755,adj,"Tính chất cơ thể bị sưng lên, đau và đổi màu."
7958,bị đỏ tấy,1755,adj,"Tính chất cơ thể bị sưng lên, đau và đổi màu."
7997,có dấu,1762,adj,Tính chất hiện diện dấu vết trên bề mặt vật thể
8016,giàu thông tin,1767,adj,tính chất chứa đựng nhiều dữ liệu hữu ích
8018,đơ,1768,adj,"Tính chất mất cảm giác, phản ứng chậm chạp."
8103,tất cả,1788,adj,Tính chất bao gồm không bỏ sót bất cứ phần nào.
8112,gần,1790,adj,Tính chất ở vị trí sau hoặc sớm hơn một vị trí khác.
8168,có độc,1805,adj,Tính chất gây ra những ảnh hưởng không tốt đến sức khỏe.
8249,chật,1827,adj,Tính chất có nhiều thứ bên trong một không gian nhỏ.
8253,đầy,1827,adj,Tính chất có nhiều thứ bên trong một không gian nhỏ.
8286,dễ cáu,1836,adj,Tính chất bộc lộ sự giận dữ một cách nhanh chóng.
8302,phủ đầy sương giá,1842,adj,Tính chất có nhiều sương giá bao phủ bề mặt.
8408,ít hơn,1872,adj,Tính chất ở mức độ thấp hơn so với tiêu chuẩn.
8430,ẩn,1876,adj,"Tính chất tồn tại bên trong một sự vật, không lộ ra ngoài."
8488,có tính,1897,adj,"Tính chất thể hiện khả năng tồn tại, xuất hiện."
8521,phân tích tính,1906,adj,Tính chất xem xét kỹ lưỡng từng phần của vấn đề.
8568,có quyền tối cao,1917,adj,"Tính chất có khả năng làm mọi việc, không bị giới hạn."
8616,không bão hòa,1929,adj,Tính chất có khả năng tiếp nhận thêm chất khác vào.
8631,có tính axit,1934,adj,Tính chất mang đặc điểm hóa học của các chất.
8666,nóng,1945,adj,Tính chất được biết đến rộng rãi và được nhiều người quan tâm
8758,nhiều nhất,1967,adj,Tính chất thể hiện số lượng lớn nhất trong một tập hợp.
8799,đầy đủ,1981,adj,Tính chất có nhiều của cải và thoải mái.
8810,mềm,1982,adj,Tính chất có thể thay đổi hình dạng dưới tác động lực.
8829,đúng,1987,adj,tính chất biểu thị sự phù hợp với thực tế và sự thật.
8868,đã có đạn,1995,adj,Tính chất có đạn dược trong vũ khí sẵn sàng chiến đấu
8914,lơ là,2007,adj,"Tính chất không tập trung, thiếu chú ý vào sự việc."
8946,mù sương,2013,adj,"Tính chất sương bao phủ không gian, làm giảm tầm nhìn."
8994,thay đổi liên tục,2026,adj,Tính chất thay đổi và phát triển theo thời gian liên tục.
9047,thắt,2040,adj,"Tính chất làm cho vật trở nên chặt hơn, khó di chuyển."
9063,cương lên,2044,adj,Tính chất trở nên cứng rắn hơn (phạm vi cơ thể).
9078,hơn,2047,adj,Tính chất ở vị trí cao hơn so với những thứ khác.
9089,bị tước quyền công dân,2051,adj,Tính chất không được tham gia các hoạt động dân chủ.
9312,có tính chất lang băm,2111,adj,Tính chất thiếu chuyên nghiệp trong ngành y tế.
9328,có tư tưởng rộng rãi,2115,adj,Tính chất thể hiện sự thoải mái về tư tưởng và quan điểm.
9329,có tư tưởng khoáng đạt,2115,adj,Tính chất thể hiện sự thoải mái về tư tưởng và quan điểm.
9330,có tư tưởng phóng khoáng,2115,adj,Tính chất thể hiện sự thoải mái về tư tưởng và quan điểm.
9344,bị sung công,2117,adj,tính chất bị nhà nước thu giữ tài sản
9374,mằn mặn,2126,adj,Tính chất có vị mặn nhẹ nhàng nơi thức ăn.
9409,át,2135,adj,"Tính chất vượt trội, chiếm vị trí cao hơn so với đối thủ."
9484,đã được xử lý,2153,adj,Tính chất phù hợp để dùng sau khi được làm gì đó.
9494,hòa hợp với,2156,adj,"Tính chất ăn khớp, làm cho mọi thứ đồng điệu, ăn ý."
9532,ở hậu trường,2167,adj,tính chất ở vị trí phía sau sân khấu
9542,không tròn,2171,adj,tính chất không có hình dạng tròn
9571,có gu thẩm mĩ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9572,có gu thẩm mỹ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9573,có khiếu thẩm mĩ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9574,có khiếu thẩm mỹ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9576,có mắt thẫm mỹ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9577,có thẩm mĩ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9578,có thẩm mỹ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9579,có óc thẩm mĩ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9580,có óc thẩm mỹ,2179,adj,tính chất có khả năng cảm nhận vẻ đẹp
9587,không được định rõ,2182,adj,tính chất chưa được xác định rõ ràng
9591,không được nói rõ,2182,adj,tính chất chưa được xác định rõ ràng
9618,linh thiêng,2189,adj,"tính chất mang ý nghĩa linh thiêng, siêu nhiên"
9671,có tay,2204,adj,tính chất có hoặc liên quan đến tay
9672,không quan trọng,2205,adj,tính chất không có tầm quan trọng lớn
9675,không điều kiện,2206,adj,tính chất không bị ràng buộc bởi điều kiện
9684,dạng hình cầu,2209,adj,tính chất có hình dạng giống quả cầu
9685,hình cầu,2209,adj,tính chất có hình dạng giống quả cầu
9687,séc khống,2210,adj,khái niệm chỉ chi phiếu không có tiền
9691,bị bóp méo,2211,adj,tính chất bị thay đổi sự thật để gây hiểu lầm
9692,thường,2212,adj,"tính chất phổ biến, không có gì đặc biệt"
9694,bình thường,2212,adj,"tính chất phổ biến, không có gì đặc biệt"
9696,không quan trọng,2212,adj,"tính chất phổ biến, không có gì đặc biệt"
9699,thuộc thành phần vị ngữ,2213,adj,tính chất thuộc về vị ngữ trong câu
9700,có chức năng vị ngữ,2213,adj,tính chất thuộc về vị ngữ trong câu
9701,làm vị ngữ,2213,adj,tính chất thuộc về vị ngữ trong câu
9712,nẩy,2216,adj,tính chất có khả năng bật lên lại
9722,được dạy,2219,adj,"tính chất đã được chỉ dẫn, rèn luyện"
9730,bừa bãi,2221,adj,"tính chất không có trật tự, lộn xộn"
9751,lai căng,2224,adj,tính chất kết hợp nhiều loại khác nhau
9756,giấu tên,2226,adj,tính chất không nêu rõ tên hoặc danh tính
9761,trái với phép tắc,2227,adj,"tính chất trái với quy tắc, phong tục"
9776,dễ dàng,2229,adj,"tính chất không khó khăn, dễ thực hiện"
9778,nghi vấn,2230,adj,tính chất bị nghi ngờ có liên quan đến tội lỗi
9780,bị nghi vấn,2230,adj,tính chất bị nghi ngờ có liên quan đến tội lỗi
9781,quy định,2231,adj,tính chất được ấn định hoặc sắp đặt trước
9783,định sẵn,2231,adj,tính chất được ấn định hoặc sắp đặt trước
9784,bất động,2232,adj,"tính chất không di chuyển, đứng yên một chỗ"
9786,bướng,2233,adj,"tính chất khó bảo, không chịu nghe lời"
9793,ngang,2233,adj,"tính chất khó bảo, không chịu nghe lời"
9804,cục mịch,2235,adj,"tính chất thiếu tế nhị, cục cằn"
9805,bất lương,2236,adj,"tính chất không trung thực, không chính đáng"
9806,bất chính,2236,adj,"tính chất không trung thực, không chính đáng"
9817,suốt ngày suốt đêm,2241,adj,tính chất diễn ra liên tục cả ngày đêm
9818,cả ngày lẫn đêm,2241,adj,tính chất diễn ra liên tục cả ngày đêm
9822,rối rắm,2242,adj,"tính chất gây ra sự khó chịu, phức tạp"
9823,hứa,2243,adj,tính chất hứa hẹn điều tốt đẹp trong tương lai
9825,xán lạn,2243,adj,tính chất hứa hẹn điều tốt đẹp trong tương lai
9827,xốp,2244,adj,"tính chất có nhiều lỗ khí, dễ thấm hút"
9837,riêng mình,2246,adj,tính chất thuộc về một cá nhân cụ thể
9839,dễ bị mua chuộc,2247,adj,tính chất dễ bị lung lay bởi lợi ích
9840,dễ hối lộ,2247,adj,tính chất dễ bị lung lay bởi lợi ích
9842,tế nhị,2248,adj,"tính chất thận trọng, không phô trương"
9844,dè dặt,2248,adj,"tính chất thận trọng, không phô trương"
9846,nứt nẻ,2249,adj,"tính chất có nhiều vết nứt, nhăn"
9852,định trước,2251,adj,tính chất đã được sắp xếp từ trước
9853,được định trước,2251,adj,tính chất đã được sắp xếp từ trước
9861,gượng gạo,2254,adj,tính chất làm một việc cách miễn cưỡng
9870,đường,2257,adj,tính chất có vị ngọt do đường
9874,có cho đường,2257,adj,tính chất có vị ngọt do đường
9878,đơn kháng thể,2259,adj,khái niệm chỉ một loại kháng thể
9886,không rõ nét,2263,adj,"tính chất không rõ ràng, khó nhìn thấy"
9887,không rõ ràng,2263,adj,"tính chất không rõ ràng, khó nhìn thấy"
