word_id,word,synset_id,pos,gloss
84228,gạ,29765,verb.contact,"hành động tác động hoặc lôi kéo người khác làm theo ý mình, bằng cách khơi gợi lòng ham muốn, lợi ích cá nhân hoặc sự hấp dẫn, thường hướng đến điều có thể không đúng đắn hoặc không phù hợp với người bị tác động"
1448,ô uế,320,adj,"tính chất không sạch sẽ nghiêm trọng, làm mất đi sự trong lành, thanh khiết, hoặc mang ý nghĩa tiêu cực về phẩm chất đạo đức, danh tiếng"
57650,ô uế,18987,noun.state,"khái niệm chỉ trạng thái hoặc tính chất cực kỳ dơ bẩn, không sạch sẽ, thường gây ra cảm giác ghê tởm mạnh mẽ về thị giác, khứu giác hoặc cả tinh thần, biểu thị sự ô nhiễm, thối nát, hoặc suy đồi."
22257,khẩn hoang,6651,noun.act,"khái niệm chỉ việc biến đất hoang, đất chưa sử dụng thành đất canh tác nông nghiệp hoặc đất có thể xây dựng công trình"
81466,khẩn hoang,29126,verb.consumption,"hành động làm cho những vùng đất, tài nguyên, hay tiềm năng vốn đang ở trạng thái hoang sơ, chưa được sử dụng hoặc chưa phát triển đầy đủ trở nên có ích, sinh lợi hoặc được tận dụng một cách hiệu quả."
55971,tương quan,18439,noun.relation,"khái niệm chỉ mối liên hệ hai chiều giữa các sự vật hiện tượng, trong đó sự thay đổi của một yếu tố có ảnh hưởng hoặc tác động qua lại đến yếu tố còn lại."
99200,tương quan,33246,verb.stative,"hành động có mối quan hệ, sự phụ thuộc hoặc ảnh hưởng lẫn nhau giữa các sự vật, sự việc, thông tin hoặc khái niệm"
62284,buông,21300,noun.tops,khái niệm chỉ tập hợp nhiều quả hoặc hoa cùng mọc ra từ một cuống chung
83906,buông,29691,verb.contact,"hành động dứt bỏ sự giữ chặt, nắm giữ hoặc kiểm soát đối với một vật, một người, hay một bộ phận, khiến chúng được tự do di chuyển, rơi xuống hoặc không còn bị kìm hãm"
8201,ngất xỉu,1813,adj,"tính chất không còn nhận biết hay ý thức về môi trường xung quanh và không điều khiển được hành động của bản thân, thường là do nguyên nhân sinh lý như bệnh tật, kiệt sức, sốc hoặc chấn thương, không phải là trạng thái ngủ tự nhiên."
40486,ngất xỉu,13207,noun.event,"khái niệm chỉ tình trạng mất ý thức tạm thời, xảy ra đột ngột do cơ thể bị suy nhược hoặc thiếu máu lên não"
71059,ngất xỉu,26569,verb.body,"hành động mất tri giác tạm thời và bất tỉnh, đôi khi kèm theo tình trạng cơ thể suy yếu nghiêm trọng như ngừng tim hoặc ngừng thở giả tạo"
9217,làm tổn thương,2082,adj,"tính chất của lời nói hoặc hành động gây tổn thương tinh thần, làm tổn hại đến danh dự và nhân phẩm của người khác"
17922,làm tổn thương,5439,noun.act,"hành động gây ra vết thương, đau đớn hoặc tổn thất về mặt tinh thần cho một sinh vật sống"
70784,làm tổn thương,26495,verb.body,"hành động khiến cho ai đó phải chịu đựng cảm giác khó chịu, đau đớn cả về thể xác lẫn tinh thần, hoặc gây ra phiền phức, trở ngại cho họ"
5933,trung lập,1284,adj,"tính chất thiếu hẳn một đặc điểm, sắc thái hay cá tính riêng biệt để trở nên nổi bật và đáng nhớ"
33960,trung lập,10904,noun.cognition,"khái niệm chỉ trạng thái không biểu lộ cảm xúc rõ ràng, không thiên vị hay không chọn đứng về một phía trong một vấn đề, sự việc cụ thể."
4642,hợm hĩnh,962,adj,"tính chất biểu hiện sự tự phụ thái quá, thường đi kèm với thái độ coi thường người khác, xu hướng hình thành các nhóm nhỏ để tư lợi hoặc hành vi phô trương giả tạo."
30744,hợm hĩnh,9816,noun.attribute,"khái niệm chỉ sự quá mức tự đánh giá về bản thân, tài năng hay địa vị, thể hiện qua thái độ coi thường, khinh thường hoặc thiếu tôn trọng đối với người khác."
14324,quản trị,3496,adj,"tính chất liên quan đến việc tổ chức, chỉ đạo, và kiểm soát một cách toàn diện các hoạt động, nguồn lực hoặc một phạm vi quyền hạn nhất định"
21260,quản trị,6344,noun.act,"khái niệm chỉ hoạt động tổ chức, điều hành và giám sát một hệ thống, tổ chức hoặc doanh nghiệp ở cấp độ vĩ mô, tập trung vào việc định hướng chiến lược và đạt mục tiêu dài hạn"
68711,cai sữa,25103,noun.tops,khái niệm chỉ thời kỳ trẻ nhỏ hoặc động vật non ngừng bú sữa mẹ để bắt đầu ăn các loại thức ăn khác
81499,cai sữa,29135,verb.consumption,hành động ngừng hoàn toàn việc cho trẻ sơ sinh hoặc trẻ nhỏ bú sữa mẹ hay sữa công thức để chúng chuyển sang chế độ ăn khác
20561,quét sơn,6144,noun.act,"khái niệm chỉ quá trình hoặc công việc đưa một lớp chất liệu màu lỏng, thường là sơn, lên bề mặt của một vật thể nhằm mục đích bảo vệ hoặc làm đẹp"
82139,quét sơn,29303,verb.contact,hành động che phủ một bề mặt bằng một lớp vật liệu lỏng để trang trí hoặc bảo vệ
2870,đứt,617,adj,"tính chất bị phân tách hoặc mất đi sự liền mạch của vật liệu mỏng, mềm hoặc có dạng sợi"
20666,đứt,6170,noun.act,"khái niệm chỉ sự không còn duy trì được tính liên tục, liền mạch của một chuỗi, quá trình hoặc mối liên kết, biểu hiện bằng những khoảng trống, sự tạm ngừng hoặc sự đứt đoạn trong dòng chảy tự nhiên."
85619,đứt,30099,verb.contact,"hành động một vật thể mất đi sự nguyên vẹn cấu trúc do tác động của lực, dẫn đến việc phân tách hoàn toàn thành nhiều mảnh đối với vật liệu giòn, gãy lìa thành hai hay nhiều phần đối với vật thể rắn, hoặc đứt rời đối với vật có dạng sợi hay dây."
21536,hành hung,6435,noun.act,"khái niệm chỉ hành vi dùng vũ lực để gây tổn thương hoặc đe dọa đến người khác, thường dẫn đến thương tích"
95919,hành hung,32482,verb.social,hành động có chủ ý dùng bạo lực hoặc đối xử một cách nhẫn tâm để gây ra đau đớn nghiêm trọng về thể xác hoặc tinh thần
3820,hàng đầu,801,adj,"tính chất có phẩm chất, năng lực hoặc vị trí vượt trội, được xếp vào nhóm cao nhất hoặc duy nhất đứng đầu trong một lĩnh vực nào đó"
43832,hàng đầu,14220,noun.group,"khái niệm chỉ phần hoặc vị trí ở phía trước nhất của một tập hợp, một trình tự hay một vật thể"
99509,hàng đầu,33310,verb.stative,"hành động giữ vị trí chủ đạo trong một tập thể hoặc một hoạt động, bao gồm việc ra quyết định, định hướng và dẫn dắt người khác hướng tới mục tiêu chung, thường liên quan đến vai trò lãnh đạo hoặc tiên phong."
16003,bay,4244,adv,hành động di chuyển trong không khí bằng cách sử dụng cánh hoặc động cơ
27381,bay,8562,noun.artifact,"khái niệm chỉ dụng cụ cầm tay có lưỡi kim loại mỏng và dẹt dùng để lấy, trát, và làm láng vữa hoặc các vật liệu xây dựng tương tự"
92193,bay,31597,verb.motion,"hành động di chuyển trong không trung, từ vị trí này sang vị trí khác, có thể bao hàm ý vượt qua một chướng ngại vật hoặc một địa điểm nhất định"
8344,thỏa hiệp,1852,adj,"tính chất thể hiện sự mềm dẻo, khéo léo trong ứng xử, sẵn lòng nhân nhượng và thỏa hiệp để tránh xung đột, duy trì hòa khí và đạt được sự thống nhất."
22641,thỏa hiệp,6764,noun.act,khái niệm chỉ sự giải quyết một mâu thuẫn hoặc bất đồng bằng cách các bên liên quan cùng nhân nhượng và đi đến một thỏa thuận chung
78949,thỏa hiệp,28532,verb.communication,"hành động nhượng bộ hoặc nới lỏng sự cứng rắn trong yêu sách, quyền lợi hoặc nguyên tắc của mình nhằm giải quyết mâu thuẫn, đạt được thỏa thuận hoặc thể hiện sự độ lượng"
51204,trinh sát,16719,noun.person,"khái niệm chỉ người chuyên bí mật thu thập thông tin nhạy cảm, theo dõi đối tượng hoặc tình hình nhằm mục đích tình báo, an ninh quốc gia, quân sự, hoặc phục vụ các hoạt động phi pháp, thường hành động một cách ngụy trang và ẩn mình"
77935,trinh sát,28307,verb.communication,"hành động thực hiện các hoạt động quan sát, tìm hiểu hoặc điều tra một cách bí mật nhằm thu thập thông tin tình báo, nắm bắt tình hình hoặc theo dõi di biến động của đối tượng"
21694,làm lộn xộn,6477,noun.act,khái niệm chỉ hành động xen vào lời nói hoặc hoạt động của người khác một cách đột ngột gây gián đoạn hoặc bất tiện
85500,làm lộn xộn,30068,verb.contact,"hành động làm cho một hệ thống, trật tự hoặc sự sắp xếp ban đầu bị phá vỡ, khiến mọi thứ trở nên lộn xộn, rối bời, không còn mạch lạc hoặc khó kiểm soát"
17316,cúi xuống,5280,noun.act,"khái niệm chỉ hành động hạ thấp phần trên cơ thể hoặc đầu xuống phía trước, thường để biểu lộ sự tôn kính, khiêm nhường, hoặc thực hiện một động tác vật lý"
92208,cúi xuống,31601,verb.motion,"hành động làm cho phần đầu hoặc phần trên hạ thấp và cong xuống, thường do không thể giữ thẳng"
891,bẩn,190,adj,"tính chất không sạch sẽ do bị vấy bẩn hoặc không trong sáng, trái với chuẩn mực đạo đức, công lý, gây ra cảm giác ghê tởm hoặc đáng khinh"
22364,bẩn,6683,noun.act,"khái niệm chỉ tình trạng không còn trong sạch hoặc nguyên vẹn do có lẫn tạp chất, chất độc hại hoặc yếu tố gây hại"
82496,bẩn,29373,verb.contact,"hành động làm cho một vật, một khái niệm hay danh tiếng không còn ở trạng thái sạch sẽ, trong sạch ban đầu do bị dính hoặc bị tác động bởi chất bẩn, vết nhơ"
56665,tỉa tót,18696,noun.state,khái niệm chỉ trạng thái ngăn nắp và gọn gàng về hình thức hoặc cách sắp xếp mọi thứ
74817,tỉa tót,27558,verb.change,"hành động làm cho một vật hoặc không gian trở nên gọn gàng, ngăn nắp, hoặc đẹp mắt hơn bằng cách cắt bỏ phần thừa, điều chỉnh, hoặc sắp xếp lại các chi tiết nhỏ."
53842,tiền trợ cấp,17724,noun.possession,"khái niệm chỉ khoản hỗ trợ tài chính hoặc vật chất do một tổ chức, chính phủ cung cấp cho một bên khác nhằm khắc phục khó khăn hoặc duy trì hoạt động"
94696,tiền trợ cấp,32194,verb.possession,hành động một tổ chức hoặc nhà nước cung cấp tiền hoặc vật chất để giúp đỡ một đối tượng theo chính sách nhất định
13925,dẻo,3372,adj,"tính chất có khả năng uốn nắn, biến đổi hoặc thích ứng dễ dàng theo hoàn cảnh mà không bị gãy, vỡ hay đi ngược lại mục tiêu ban đầu"
72266,dẻo,26894,verb.change,hành động thay đổi hình dạng dễ dàng dưới tác động lực mà không bị gãy hoặc đứt
8912,không ngủ,2006,adj,"tính chất không còn ở trạng thái ngủ, dù là đã thức dậy hay đang trong tình trạng không thể đi vào giấc ngủ"
71718,không ngủ,26728,verb.body,"hành động duy trì trạng thái tỉnh táo và có ý thức, không ở trong trạng thái ngủ"
9404,thích hợp,2134,adj,"tính chất của các yếu tố khi kết hợp hoặc đi cùng nhau tạo nên sự hài hòa, ăn khớp và không gây ra mâu thuẫn"
98536,thích hợp,33078,verb.stative,"hành động thể hiện sự đáp ứng tốt hoặc ăn khớp một cách hài hòa với một tiêu chuẩn, yêu cầu hoặc đối tượng khác"
60330,sục sạo,20026,noun.tops,"hành động tìm kiếm một cách ráo riết và kỹ lưỡng bằng cách lục lọi, xem xét khắp nơi, thường nhằm phát hiện hoặc thu thập thứ gì đó"
86049,sục sạo,30218,verb.contact,"hành động tìm kiếm một cách gắt gao, lục lọi và thâm nhập vào mọi nơi, mọi ngóc ngách để tìm ra điều đang che giấu hoặc khó phát hiện"
40304,tuôn ra,13150,noun.event,khái niệm chỉ hiện tượng chất lỏng hoặc vật chất ở dạng dòng chảy di chuyển từ bên trong một vật chứa hoặc một không gian nhất định ra ngoài
70918,tuôn ra,26533,verb.body,hành động vật chất lỏng chảy ra ngoài một cách mạnh mẽ và liên tục từ một điểm hẹp hoặc nguồn tập trung
12971,rạn,3105,adj,tính chất bề mặt của một vật cứng xuất hiện những đường nứt nhỏ và nông chằng chịt nhưng chưa bị vỡ rời
21821,rạn,6510,noun.act,"khái niệm chỉ sự chia tách bề mặt vật thể thành các đường hoặc khe hở nhỏ, thường do tác động từ bên trong hoặc bên ngoài"
72363,rạn,26916,verb.change,"hành động tạo ra hoặc tự hình thành một vết đứt quãng nhỏ, một khe hở hẹp hoặc một đường vỡ không hoàn toàn trên bề mặt hoặc xuyên qua một vật thể rắn, do áp lực, sự co ngót, khô hạn hoặc tác động bên ngoài, khiến cho vật liệu bị hư hại một phần mà không bị phân tách hoàn toàn."
55164,tách,18166,noun.quantity,"khái niệm chỉ vật chứa có miệng hở, thường không có nắp, được thiết kế chuyên dụng để cầm tay và uống trực tiếp các loại đồ uống"
74118,tách,27361,verb.change,hành động làm cho hai hoặc nhiều thứ không còn dính liền nhau hoặc ở gần nhau
13400,nối tiếp,3222,adj,"tính chất ở vị trí rất sát nhau về không gian hoặc thời gian, tạo thành một chuỗi hoặc sự liên tục"
21095,nối tiếp,6302,noun.act,"khái niệm chỉ việc tiếp nối hoặc theo sau một sự vật, sự kiện, hoặc vị trí nào đó mà không có sự gián đoạn hoặc thay đổi đột ngột về bản chất"
99964,nối tiếp,33410,verb.stative,"hành động xảy ra sau một sự kiện hoặc giai đoạn, thường bao gồm sự thay đổi hoặc tiến triển từ cái trước đó."
9631,vo,2195,adj,tính chất không mang hoặc sử dụng vũ khí khi giao chiến hoặc tự vệ
85415,vo,30048,verb.contact,hành động dùng lòng bàn tay hoặc ngón tay xoa và xoay một vật liệu mềm để tạo thành hình cầu
19347,đổ máu,5801,noun.act,"khái niệm chỉ việc chảy máu nhiều gây ra chết chóc hoặc thương vong trong bối cảnh xung đột, chiến tranh, hoặc bạo lực."
71551,đổ máu,26681,verb.body,hành động máu thoát ra khỏi cơ thể của sinh vật sống do mạch máu bị tổn thương
20875,dùng,6228,noun.act,"khái niệm chỉ hành động đưa thức ăn vào cơ thể để nuôi sống hoặc thỏa mãn nhu cầu, có thể kèm theo sắc thái tùy tiện, mạnh bạo hoặc ngon miệng."
81557,dùng,29152,verb.consumption,hành động lấy một vật hoặc một nguồn lực nào đó để đem vào sử dụng
4584,giảm thiểu,951,adj,"hành động tác động nhằm làm giảm bớt quy mô, cường độ hoặc ảnh hưởng của một điều không mong muốn"
18170,giảm thiểu,5498,noun.act,"khái niệm chỉ sự bớt đi, trừ đi, hoặc làm giảm mức độ, số lượng, hoặc tác động của một đối tượng hay hiện tượng"
75187,giảm thiểu,27669,verb.change,"hành động làm cho một số lượng, mức độ hoặc phạm vi trở nên nhỏ nhất có thể"
19752,xì,5910,noun.act,"khái niệm chỉ âm thanh phát ra từ miệng hoặc vật gì đó một cách đột ngột, thường do áp lực không khí"
89159,xì,30933,verb.motion,"hành động chất lỏng, khí hoặc vật chất dạng hạt nhỏ thoát ra ngoài từ một chỗ hẹp hoặc lỗ hở một cách mạnh mẽ, đột ngột, liên tục thành dòng hoặc dưới dạng hơi áp suất."
21504,phản công,6424,noun.act,"khái niệm chỉ hành động tấn công đáp trả đối phương ngay sau khi hoặc trong lúc bị tấn công, nhằm giành lại quyền chủ động và gây thiệt hại ngược lại"
90921,phản công,31298,verb.motion,hành động tấn công ngược lại hoặc đáp trả bằng sức mạnh khi bị đối phương tấn công trước
20344,co thắt,6077,noun.act,khái niệm chỉ sự co lại đột ngột và không tự chủ của cơ bắp hoặc mạch máu gây cảm giác đau hoặc khó chịu
92258,co thắt,31611,verb.motion,hành động tim hoặc cơ bắp co bóp với lực mạnh hoặc tần suất cao một cách bất thường
58651,gỉ,19329,noun.substance,khái niệm chỉ lớp chất xốp màu nâu đỏ hình thành trên bề mặt của sắt hoặc thép khi bị oxi hóa trong môi trường ẩm
74527,gỉ,27478,verb.change,"hành động kim loại, đặc biệt là sắt, bị ăn mòn và tạo thành một lớp vật chất màu nâu đỏ do tác động của không khí và độ ẩm."
52218,mài mòn,17125,noun.phenomenon,"khái niệm chỉ quá trình bề mặt vật thể bị hao hụt dần vật chất do tác động vật lí như cọ xát, va đập hoặc do dòng chảy của nước và gió"
86012,mài mòn,30204,verb.contact,"hành động làm cho vật chất, năng lượng hoặc chất lượng của thứ gì đó bị tiêu hao, hao hụt, suy giảm dần do tác động liên tục của ma sát, sử dụng, thời gian hoặc phản ứng hóa học"
36788,tố giác,11904,noun.communication,"khái niệm chỉ hành động trình bày hoặc công khai một cách tiêu cực về sai phạm, tội lỗi hoặc bản chất xấu của người khác, với mục đích lên án, buộc tội hoặc vạch trần sự thật."
79039,tố giác,28554,verb.communication,"hành động tiết lộ bí mật, hành vi sai trái hoặc danh tính của một người cho người khác nhằm vạch trần hoặc để họ bị trừng phạt"
68783,cầu phúc,25150,noun.tops,"khái niệm chỉ sự thỉnh cầu hoặc mong ước về những điều tốt đẹp, may mắn và sự che chở từ một đấng tối cao hoặc lực lượng tâm linh"
79011,cầu phúc,28546,verb.communication,hành động thành tâm bày tỏ mong muốn những điều tốt lành và may mắn lớn lao đến cho người khác
22676,tắm rửa,6774,noun.act,"khái niệm chỉ hoạt động làm sạch toàn bộ hoặc phần lớn cơ thể bằng nước, thường kết hợp với xà phòng"
70845,tắm rửa,26514,verb.body,hành động làm sạch toàn bộ cơ thể bằng cách dội hoặc ngâm mình trong nước
68916,trông đợi,25241,noun.tops,khái niệm chỉ sự trông ngóng với niềm hi vọng và ao ước về một điều gì đó tốt đẹp sẽ diễn ra hoặc một người nào đó sẽ xuất hiện trong tương lai
76846,trông đợi,28065,verb.cognition,"hành động hy vọng và chờ đợi điều gì đó sẽ xảy ra, thường đi kèm với cảm giác háo hức hoặc lo lắng"
14429,nôn,3524,adj,"tính chất muốn mọi việc xảy ra ngay lập tức, thường dẫn đến bồn chồn và khó chịu"
17719,nôn,5389,noun.act,khái niệm chỉ trạng thái thức ăn trong dạ dày bị tống mạnh ra ngoài qua đường miệng do sự co thắt của cơ thể ngoài ý muốn
71316,nôn,26627,verb.body,"hành động đẩy đột ngột và không tự chủ chất chứa trong dạ dày ra ngoài qua miệng, thường do cơ thể phản ứng với sự khó chịu hoặc bệnh tật."
19508,biểu thị,5846,noun.act,"khái niệm chỉ sự vật, sự việc hoặc hành động làm cho một điều gì đó khác trở nên rõ ràng, được nhận biết hoặc có sự hiện diện."
77999,biểu thị,28319,verb.communication,"hành động làm bộc lộ một sự thật hoặc ý nghĩa thông qua một dấu hiệu, bằng chứng hay tình huống cụ thể"
13269,pha trộn,3188,adj,"tính chất của cái gì đó không đơn lẻ mà được tạo ra hoặc sở hữu bởi sự kết nối, hòa trộn hoặc sáp nhập của nhiều yếu tố riêng biệt, hình thành một tổng thể thống nhất hoặc một đặc điểm được chia sẻ rộng rãi."
22503,pha trộn,6720,noun.act,"khái niệm chỉ việc tập hợp, sắp xếp các yếu tố, thành phần hoặc hoạt động khác nhau lại với nhau nhằm tạo ra một tổng thể mới, một sự đồng nhất, hoặc để chúng tương tác, bổ trợ cho nhau một cách hiệu quả và hài hòa"
83640,pha trộn,29630,verb.contact,"hành động làm cho các thành phần, vật chất hoặc yếu tố khác nhau hòa quyện, liên kết hoặc đan xen vào nhau, khiến chúng trở thành một tổng thể thống nhất, một hỗn hợp mới hoặc làm mất đi ranh giới riêng biệt"
57635,sinh đẻ,18983,noun.state,khái niệm chỉ quá trình một sinh vật mẹ mang thai và hạ sinh con non
70922,sinh đẻ,26535,verb.body,"hành động tạo ra một hoặc nhiều cá thể non, cùng loài, từ cơ thể của sinh vật mẹ"
11942,ở giữa,2815,adj,tính chất nằm tại vị trí hoặc thời điểm ngăn cách hai điểm hoặc hai giai đoạn khác
98621,ở giữa,33096,verb.stative,"hành động tồn tại ở vị trí trung gian, với khoảng cách tương đương hoặc cân bằng về các phía so với các đối tượng, điểm, hay giai đoạn thời gian xung quanh"
22658,điều động,6768,noun.act,khái niệm chỉ việc tập hợp và điều chuyển nhân lực hoặc vật lực trên quy mô lớn nhằm thực hiện một mục đích chung theo mệnh lệnh
80537,điều động,28903,verb.competition,"hành động tập hợp, sắp xếp và sử dụng lực lượng hoặc nguồn lực có tổ chức cho một mục đích cụ thể, thường là trong bối cảnh quân sự hoặc khẩn cấp"
16856,xỉu,5088,adv,hành động bất tỉnh hoặc ngất đi đột ngột và tạm thời do sức khỏe yếu hoặc cảm xúc mạnh
71058,xỉu,26569,verb.body,"hành động mất tri giác tạm thời và bất tỉnh, đôi khi kèm theo tình trạng cơ thể suy yếu nghiêm trọng như ngừng tim hoặc ngừng thở giả tạo"
60969,thắng cử,20462,noun.tops,"khái niệm chỉ việc giành được một vị trí, chức vụ thông qua bỏ phiếu hoặc bầu cử"
80902,thắng cử,28982,verb.competition,hành động giành được thắng lợi trong một cuộc bầu cử bằng cách nhận được đủ số phiếu bầu theo quy định
9786,bướng,2233,adj,"tính chất kiên quyết giữ vững ý kiến hay hành động của mình, bất chấp lời khuyên bảo, lẽ phải hay quy tắc chung"
81110,bướng,29029,verb.competition,"hành động giữ vững một trạng thái ý chí, quan điểm, hoặc thái độ nhất định mà không thay đổi, thường xuyên đối mặt với sự phản đối, khó khăn, hoặc nhu cầu thích nghi"
2573,thực,552,adj,"tính chất tồn tại đúng theo bản chất vốn có hoặc phù hợp với sự thật, quy định và tiêu chuẩn đã được thiết lập"
57805,thực,19027,noun.state,"tính chất phản ánh đúng sự việc, bản chất vốn có hoặc thể hiện sự ngay thẳng, không che đậy, lừa dối của con người"
7670,cách xa,1686,adj,"tính chất ở vị trí hoặc mức độ không gần, cách biệt về không gian hoặc thời gian, có thể gây cảm giác cô đơn, hẻo lánh, hoặc khó tiếp cận."
80446,cách xa,28880,verb.competition,hành động thể hiện sự vượt trội một cách rõ rệt hoặc chiếm ưu thế hoàn toàn so với đối tượng khác
14185,phòng,3451,adj,tính chất có tác dụng chủ động không cho một sự việc xấu hoặc có hại xảy ra hay lan rộng
25286,phòng,7794,noun.artifact,"khái niệm chỉ không gian riêng biệt có tường bao quanh, là một phần bên trong một công trình xây dựng lớn, thường dùng để ở, làm việc hoặc thực hiện một hoạt động cụ thể"
80683,phòng,28927,verb.competition,hành động can thiệp hoặc tạo ra rào cản nhằm làm cho một quá trình hay sự việc không mong muốn không thể bắt đầu hoặc tiếp tục
14126,rành mạch,3430,adj,"tính chất của sự vật hoặc lập luận được thể hiện một cách sáng tỏ, giúp dễ dàng phân biệt các yếu tố và hiểu đúng bản chất mà không gây mơ hồ."
98937,rành mạch,33180,verb.stative,tính chất dễ dàng được nhận thức hoặc lý giải mà không cần suy luận phức tạp
40302,chảy ra,13150,noun.event,khái niệm chỉ hiện tượng chất lỏng hoặc vật chất ở dạng dòng chảy di chuyển từ bên trong một vật chứa hoặc một không gian nhất định ra ngoài
74912,chảy ra,27581,verb.change,"hành động biểu hiện sự sa sút về thể trạng, tinh thần hoặc nhận thức, khiến đối tượng trở nên kém linh hoạt, rũ rượi, đờ đẫn hoặc mất khả năng phản ứng bình thường, thường là do mệt mỏi, buồn bã, thất vọng hay bất ngờ."
21058,sảy,6291,noun.act,khái niệm chỉ việc thai nhi ngừng phát triển và bị tống ra khỏi cơ thể mẹ trước khi đủ khả năng sống sót bên ngoài tử cung
85020,sảy,29938,verb.contact,"hành động tạo ra luồng gió hoặc dùng chuyển động rung lắc để tách những hạt lép, vỏ trấu ra khỏi các loại hạt ngũ cốc"
34817,săn lùng,11189,noun.cognition,"khái niệm chỉ quá trình hoặc hành động tìm kiếm một cách gắt gao, có hệ thống, thường là bằng cách theo dõi dấu vết hoặc săn đuổi, nhằm phát hiện hoặc bắt giữ một đối tượng đang ẩn nấp, khó tìm hoặc đang lẩn trốn"
80597,săn lùng,28912,verb.competition,"hành động tìm kiếm, theo dõi và đuổi theo một cách kiên trì, chủ động nhằm bắt giữ, khống chế hoặc tiêu diệt đối tượng, thường là động vật hoang dã hoặc người trốn tránh, tội phạm"
44533,búi,14472,noun.group,"khái niệm chỉ một lượng nhỏ vật thể, thường có dạng sợi hoặc rời rạc, được gom lại thành một khối gọn"
86159,búi,30246,verb.contact,hành động quấn vòng quanh vật dài và mềm tại một vị trí để thu gọn lại thành một khối
8624,con người,1932,adj,"tính chất biểu hiện tình cảm, lòng trắc ẩn và đạo đức vốn có của loài người"
23731,con người,7201,noun.animal,"khái niệm chỉ toàn thể loài người với tư cách là một giống loài có trí tuệ, tạo nên xã hội và nền văn minh trên Trái Đất"
18584,hồi sinh,5613,noun.act,"khái niệm chỉ sự trở lại trạng thái ban đầu tốt đẹp hoặc sự tái tạo lại những giá trị văn hóa, nghệ thuật đã bị lãng quên trong một giai đoạn lịch sử"
71261,hồi sinh,26610,verb.body,hành động quay trở lại sự sống từ trạng thái đã chết
4349,bực,910,adj,"tính chất của cảm xúc tiêu cực khi một người cảm thấy khó chịu hoặc bất mãn về một sự việc, hành động, hoặc tình huống cụ thể, thường đi kèm với cảm giác muốn phản đối hoặc trốn tránh."
41741,bực,13558,noun.feeling,"khái niệm chỉ trạng thái tâm lý khó chịu, không hài lòng do gặp phải điều trái ý hoặc bất công"
88094,bực,30732,verb.emotion,hành động mang cảm giác tức giận bị kìm nén trong lòng do bất lực trước một sự việc gây khó chịu hoặc bất công
69134,ho khan,25388,noun.tops,khái niệm chỉ tình trạng ho do kích ứng ở cổ họng mà không tạo ra đờm hay dịch tiết
